OrderNumber,OrderDate,Customer_Name_Index,Chanel,Currency_Code,Warehouse_Code,Delivery_Region_Index,Product_Description_Index,Order_Quantity,Unit_Price,total_sales,Total_Unit_Cost
SO - 0005892,18-04-2016,153,Wholesale,USD,AXW291,22,3,12,247.9,2974.8,193.36
SO - 0005893,18-04-2016,79,Export,USD,AXW291,25,15,11,1782.2,19604.2,1514.87
SO - 0005894,19-04-2016,125,Distributor,USD,NXH382,51,1,10,3852.5,38525,2234.45
SO - 0005895,19-04-2016,151,Distributor,USD,AXW291,13,15,8,5721.8,45774.4,4863.53
SO - 0005896,19-04-2016,142,Distributor,USD,GUT930,40,5,8,2452.2,19617.6,1642.97
SO - 0005897,19-04-2016,41,Wholesale,USD,FLR025,66,2,12,857.6,10291.2,548.86
SO - 0005898,19-04-2016,152,Wholesale,USD,NXH382,57,5,11,261.3,2874.3,175.07
SO - 0005899,19-04-2016,33,Wholesale,USD,AXW291,23,13,7,5266.2,36863.4,2791.09
SO - 0005900,19-04-2016,129,Distributor,USD,AXW291,4,11,6,5936.2,35617.2,2849.38
SO - 0005901,19-04-2016,3,Wholesale,USD,AXW291,6,14,7,3021.7,21151.9,1843.24
SO - 0005902,19-04-2016,14,Export,USD,AXW291,30,4,8,1005,8040,804
SO - 0005903,20-04-2016,15,Wholesale,USD,AXW291,11,25,7,2472.3,17306.1,1236.15
SO - 0005904,20-04-2016,118,Wholesale,USD,FLR025,66,23,12,1031.8,12381.6,495.26
SO - 0005905,20-04-2016,94,Distributor,USD,AXW291,21,25,8,1011.7,8093.6,576.67
SO - 0005906,20-04-2016,128,Wholesale,USD,NXH382,59,25,6,2217.7,13306.2,1618.92
SO - 0005907,20-04-2016,129,Export,USD,NXH382,47,5,5,1045.2,5226,533.05
SO - 0005908,21-04-2016,28,Wholesale,USD,AXW291,5,25,10,1313.2,13132,945.5
SO - 0005909,21-04-2016,4,Wholesale,USD,AXW291,18,17,9,3859.2,34732.8,1813.82
SO - 0005910,21-04-2016,124,Wholesale,USD,NXH382,48,7,8,6552.6,52420.8,3866.03
SO - 0005911,21-04-2016,138,Wholesale,USD,AXW291,26,14,9,1855.9,16703.1,965.07
SO - 0005912,21-04-2016,53,Wholesale,USD,NXH382,54,14,12,214.4,2572.8,150.08
SO - 0005913,21-04-2016,166,Distributor,USD,FLR025,62,8,11,1051.9,11570.9,673.22
SO - 0005914,21-04-2016,20,Export,USD,AXW291,22,25,10,1212.7,12127,1006.54
SO - 0005915,21-04-2016,45,Wholesale,USD,AXW291,6,9,10,3886,38860,1748.7
SO - 0005916,21-04-2016,20,Distributor,USD,AXW291,26,30,11,5808.9,63897.9,2555.92
SO - 0005917,22-04-2016,17,Wholesale,USD,AXW291,23,14,6,194.3,1165.8,126.3
SO - 0005918,22-04-2016,35,Wholesale,USD,NXH382,56,11,8,1768.8,14150.4,760.58
SO - 0005919,22-04-2016,117,Wholesale,USD,GUT930,32,28,9,3999.9,35999.1,2159.95
SO - 0005920,22-04-2016,17,Wholesale,USD,GUT930,42,4,11,3242.8,35670.8,2756.38
SO - 0005921,22-04-2016,134,Distributor,USD,GUT930,42,25,5,2566.1,12830.5,1796.27
SO - 0005922,23-04-2016,107,Wholesale,USD,AXW291,19,4,7,1011.7,7081.9,708.19
SO - 0005923,23-04-2016,76,Wholesale,USD,GUT930,39,5,10,971.5,9715,437.18
SO - 0005924,23-04-2016,10,Wholesale,USD,AXW291,18,19,5,5179.1,25895.5,2434.18
SO - 0005925,23-04-2016,58,Wholesale,USD,AXW291,7,26,8,1045.2,8361.6,742.09
SO - 0005926,23-04-2016,139,Distributor,USD,FLR025,62,28,6,5494,32964,2747
SO - 0005927,23-04-2016,89,Wholesale,USD,GUT930,41,2,9,221.1,1989.9,161.4
SO - 0005928,23-04-2016,37,Wholesale,USD,GUT930,32,12,8,3906.1,31248.8,2421.78
SO - 0005929,23-04-2016,172,Wholesale,USD,NXH382,55,3,10,241.2,2412,130.25
SO - 0005930,24-04-2016,128,Wholesale,USD,FLR025,65,25,9,1132.3,10190.7,871.87
SO - 0005931,24-04-2016,47,Wholesale,USD,AXW291,4,25,11,1139,12529,933.98
SO - 0005932,24-04-2016,85,Wholesale,USD,GUT930,42,18,8,6344.9,50759.2,3616.59
SO - 0005933,24-04-2016,133,Wholesale,USD,AXW291,16,1,9,971.5,8743.5,680.05
SO - 0005934,24-04-2016,152,Distributor,USD,AXW291,29,26,10,3865.9,38659,1585.02
SO - 0005935,24-04-2016,116,Distributor,USD,FLR025,65,28,5,268,1340,184.92
SO - 0005936,24-04-2016,17,Wholesale,USD,AXW291,21,26,12,1051.9,12622.8,599.58
SO - 0005937,24-04-2016,141,Wholesale,USD,AXW291,7,13,11,1058.6,11644.6,561.06
SO - 0005938,24-04-2016,62,Wholesale,USD,AXW291,15,30,5,1025.1,5125.5,584.31
SO - 0005939,24-04-2016,104,Distributor,USD,GUT930,41,25,11,241.2,2653.2,115.78
SO - 0005940,24-04-2016,69,Export,USD,GUT930,41,13,6,5212.6,31275.6,2814.8
SO - 0005941,24-04-2016,155,Wholesale,USD,NXH382,53,2,8,1943,15544,952.07
SO - 0005942,24-04-2016,79,Distributor,USD,GUT930,42,17,12,5822.3,69867.6,4599.62
SO - 0005943,24-04-2016,99,Export,USD,AXW291,15,28,7,696.8,4877.6,383.24
SO - 0005944,25-04-2016,164,Wholesale,USD,GUT930,40,9,6,3993.2,23959.2,2076.46
SO - 0005945,25-04-2016,25,Distributor,USD,GUT930,44,11,5,5956.3,29781.5,3216.4
SO - 0005946,25-04-2016,48,Distributor,USD,NXH382,58,26,12,2505.8,30069.6,1904.41
SO - 0005947,25-04-2016,100,Wholesale,USD,AXW291,10,7,12,3463.9,41566.8,2909.68
SO - 0005948,25-04-2016,141,Export,USD,AXW291,6,5,6,5835.7,35014.2,2917.85
SO - 0005949,25-04-2016,25,Wholesale,USD,NXH382,52,13,11,2211,24321,950.73
SO - 0005950,25-04-2016,123,Distributor,USD,AXW291,7,15,9,3691.7,33225.3,2990.28
SO - 0005951,26-04-2016,40,Wholesale,USD,AXW291,6,28,8,3819,30552,2902.44
SO - 0005952,26-04-2016,35,Wholesale,USD,GUT930,45,14,10,1889.4,18894,1322.58
SO - 0005953,26-04-2016,18,Wholesale,USD,NXH382,57,1,9,2211,19899,1238.16
SO - 0005954,26-04-2016,113,Wholesale,USD,AXW291,26,29,6,1259.6,7557.6,831.34
SO - 0005955,26-04-2016,33,Wholesale,USD,NXH382,53,1,8,268,2144,147.4
SO - 0005956,26-04-2016,44,Distributor,USD,AXW291,4,2,7,3892.7,27248.9,2452.4
SO - 0005957,26-04-2016,76,Distributor,USD,GUT930,35,25,6,3986.5,23919,2710.82
SO - 0005958,26-04-2016,75,Wholesale,USD,AXW291,18,26,11,1681.7,18498.7,1109.92
SO - 0005959,26-04-2016,130,Wholesale,USD,NXH382,52,26,11,1112.2,12234.2,567.22
SO - 0005960,26-04-2016,20,Distributor,USD,AXW291,28,26,10,2539.3,25393,1498.19
SO - 0005961,26-04-2016,87,Wholesale,USD,GUT930,46,2,8,1829.1,14632.8,951.13
SO - 0005962,27-04-2016,94,Wholesale,USD,AXW291,20,25,9,5594.5,50350.5,4083.99
SO - 0005963,27-04-2016,132,Distributor,USD,GUT930,32,9,10,174.2,1742,130.65
SO - 0005964,27-04-2016,49,Wholesale,USD,AXW291,21,26,8,5688.3,45506.4,2673.5
SO - 0005965,27-04-2016,108,Export,USD,AXW291,20,26,6,1748.7,10492.2,944.3
SO - 0005966,27-04-2016,99,Export,USD,FLR025,61,1,8,1795.6,14364.8,772.11
SO - 0005967,27-04-2016,136,Export,USD,GUT930,36,13,9,1051.9,9467.1,694.25
SO - 0005968,27-04-2016,30,Wholesale,USD,GUT930,40,18,9,194.3,1748.7,106.87
SO - 0005969,27-04-2016,61,Wholesale,USD,AXW291,18,13,12,1721.9,20662.8,843.73
SO - 0005970,28-04-2016,71,Wholesale,USD,GUT930,46,2,10,944.7,9447,472.35
SO - 0005971,28-04-2016,75,Distributor,USD,AXW291,27,2,9,1112.2,10009.8,800.78
SO - 0005972,28-04-2016,168,Wholesale,USD,NXH382,52,4,6,3035.1,18210.6,1699.66
SO - 0005973,28-04-2016,174,Distributor,USD,NXH382,48,1,12,3229.4,38752.8,1453.23
SO - 0005974,28-04-2016,123,Wholesale,USD,GUT930,40,26,8,3865.9,30927.2,3092.72
SO - 0005975,28-04-2016,13,Wholesale,USD,AXW291,8,26,11,931.3,10244.3,754.35
SO - 0005976,28-04-2016,112,Wholesale,USD,AXW291,31,4,7,1212.7,8488.9,812.51
SO - 0005977,28-04-2016,64,Distributor,USD,AXW291,25,17,5,5695,28475,2676.65
SO - 0005978,28-04-2016,102,Wholesale,USD,NXH382,50,16,10,3926.2,39262,2748.34
SO - 0005979,29-04-2016,118,Wholesale,USD,GUT930,32,23,11,1172.5,12897.5,492.45
SO - 0005980,29-04-2016,65,Wholesale,USD,AXW291,10,5,5,998.3,4991.5,808.62
SO - 0005981,29-04-2016,143,Distributor,USD,AXW291,22,5,10,2311.5,23115,1086.41
SO - 0005982,29-04-2016,100,Export,USD,AXW291,16,15,11,5554.3,61097.3,2777.15
SO - 0005983,29-04-2016,168,Distributor,USD,AXW291,19,25,8,167.5,1340,70.35
SO - 0005984,29-04-2016,7,Wholesale,USD,AXW291,14,14,9,2505.8,22552.2,1303.02
SO - 0005985,29-04-2016,84,Wholesale,USD,FLR025,62,14,7,1139,7973,683.4
SO - 0005986,29-04-2016,142,Wholesale,USD,AXW291,18,13,11,3939.6,43335.6,2560.74
SO - 0005987,29-04-2016,140,Export,USD,FLR025,63,13,9,1969.8,17728.2,1398.56
SO - 0005988,29-04-2016,18,Wholesale,USD,AXW291,16,3,9,1005,9045,743.7
SO - 0005989,29-04-2016,141,Distributor,USD,AXW291,3,2,6,864.3,5185.8,380.29
SO - 0005990,29-04-2016,92,Wholesale,USD,GUT930,38,22,9,227.8,2050.2,150.35
SO - 0005991,29-04-2016,147,Distributor,USD,AXW291,22,9,10,1072,10720,428.8
SO - 0005992,30-04-2016,116,Distributor,USD,GUT930,32,3,7,743.7,5205.9,557.78
SO - 0005993,30-04-2016,55,Distributor,USD,GUT930,32,15,5,1896.1,9480.5,948.05
SO - 0005994,30-04-2016,123,Wholesale,USD,AXW291,4,16,9,1862.6,16763.4,1564.58
SO - 0005995,30-04-2016,74,Distributor,USD,NXH382,52,19,6,3872.6,23235.6,3059.35
SO - 0005996,30-04-2016,136,Distributor,USD,GUT930,42,25,12,2479,29748,1512.19
SO - 0005997,30-04-2016,109,Export,USD,GUT930,45,3,7,1715.2,12006.4,1200.64
SO - 0005998,30-04-2016,13,Wholesale,USD,GUT930,44,13,10,3845.8,38458,1884.44
SO - 0005999,30-04-2016,122,Distributor,USD,GUT930,36,6,8,3202.6,25620.8,2049.66
SO - 0006000,30-04-2016,12,Distributor,USD,NXH382,58,3,9,730.3,6572.7,438.18
SO - 0006001,30-04-2016,122,Distributor,USD,NXH382,47,14,10,1889.4,18894,1549.31
SO - 0006002,01-05-2016,50,Wholesale,USD,GUT930,37,13,11,3979.8,43777.8,3343.03
SO - 0006003,01-05-2016,3,Distributor,USD,AXW291,15,25,6,1949.7,11698.2,1559.76
SO - 0006004,01-05-2016,90,Export,USD,AXW291,7,26,9,2244.5,20200.5,1683.38
SO - 0006005,01-05-2016,67,Export,USD,AXW291,29,14,9,2512.5,22612.5,1231.13
SO - 0006006,01-05-2016,65,Wholesale,USD,AXW291,28,29,7,984.9,6894.3,679.58
SO - 0006007,01-05-2016,102,Wholesale,USD,NXH382,48,17,9,1118.9,10070.1,704.91
SO - 0006008,01-05-2016,100,Wholesale,USD,AXW291,31,4,10,5835.7,58357,2509.35
SO - 0006009,01-05-2016,27,Wholesale,USD,FLR025,64,18,11,2860.9,31469.9,2288.72
SO - 0006010,01-05-2016,80,Export,USD,AXW291,16,6,10,6304.7,63047,3026.26
SO - 0006011,02-05-2016,62,Wholesale,USD,AXW291,18,14,6,3262.9,19577.4,1925.11
SO - 0006012,02-05-2016,81,Wholesale,USD,AXW291,8,22,8,227.8,1822.4,95.68
SO - 0006013,02-05-2016,27,Export,USD,AXW291,27,26,7,3839.1,26873.7,1727.6
SO - 0006014,02-05-2016,122,Distributor,USD,AXW291,4,5,7,180.9,1266.3,86.83
SO - 0006015,02-05-2016,25,Wholesale,USD,NXH382,49,25,5,221.1,1105.5,148.14
SO - 0006016,02-05-2016,135,Wholesale,USD,AXW291,16,6,11,884.4,9728.4,442.2
SO - 0006017,02-05-2016,75,Export,USD,NXH382,48,20,5,1775.5,8877.5,1296.12
SO - 0006018,02-05-2016,89,Distributor,USD,AXW291,13,25,9,1065.3,9587.7,522
SO - 0006019,02-05-2016,9,Wholesale,USD,AXW291,15,3,6,3879.3,23275.8,1823.27
SO - 0006020,03-05-2016,48,Wholesale,USD,AXW291,22,14,10,5118.8,51188,3890.29
SO - 0006021,03-05-2016,82,Distributor,USD,AXW291,5,25,11,904.5,9949.5,515.57
SO - 0006022,04-05-2016,173,Wholesale,USD,GUT930,41,13,11,1742,19162,992.94
SO - 0006023,04-05-2016,15,Wholesale,USD,FLR025,60,15,10,4013.3,40133,2688.91
SO - 0006024,04-05-2016,3,Wholesale,USD,GUT930,45,1,11,1306.5,14371.5,1084.4
SO - 0006025,04-05-2016,168,Wholesale,USD,AXW291,7,29,5,3222.7,16113.5,2610.39
SO - 0006026,04-05-2016,111,Distributor,USD,GUT930,38,15,5,3973.1,19865.5,1907.09
SO - 0006027,04-05-2016,10,Wholesale,USD,AXW291,7,20,7,1078.7,7550.9,539.35
SO - 0006028,04-05-2016,111,Export,USD,AXW291,9,2,12,3926.2,47114.4,1845.31
SO - 0006029,04-05-2016,140,Export,USD,NXH382,53,23,7,201,1407,84.42
SO - 0006030,05-05-2016,53,Wholesale,USD,GUT930,32,26,11,3685,40535,2395.25
SO - 0006031,05-05-2016,125,Wholesale,USD,GUT930,40,26,6,3530.9,21185.4,1482.98
SO - 0006032,05-05-2016,163,Distributor,USD,AXW291,12,15,5,777.2,3886,349.74
SO - 0006033,05-05-2016,67,Wholesale,USD,AXW291,23,28,11,871,9581,426.79
SO - 0006034,05-05-2016,71,Wholesale,USD,AXW291,7,14,12,1139,13668,569.5
SO - 0006035,05-05-2016,24,Wholesale,USD,AXW291,15,21,11,167.5,1842.5,118.93
SO - 0006036,06-05-2016,126,Wholesale,USD,AXW291,7,4,7,201,1407,120.6
SO - 0006037,06-05-2016,14,Distributor,USD,AXW291,24,10,7,5607.9,39255.3,4149.85
SO - 0006038,06-05-2016,63,Distributor,USD,NXH382,58,26,9,3886,34974,2059.58
SO - 0006039,06-05-2016,68,Wholesale,USD,GUT930,46,5,7,3343.3,23403.1,2407.18
SO - 0006040,06-05-2016,156,Distributor,USD,GUT930,41,15,9,2814,25326,1181.88
SO - 0006041,06-05-2016,7,Wholesale,USD,AXW291,24,26,12,991.6,11899.2,505.72
SO - 0006042,06-05-2016,51,Export,USD,GUT930,39,12,9,1159.1,10431.9,475.23
SO - 0006043,07-05-2016,67,Wholesale,USD,GUT930,44,5,7,2499.1,17493.7,1074.61
SO - 0006044,07-05-2016,130,Wholesale,USD,GUT930,35,11,7,2298.1,16086.7,1493.77
SO - 0006045,07-05-2016,33,Wholesale,USD,AXW291,28,13,12,1139,13668,569.5
SO - 0006046,07-05-2016,175,Wholesale,USD,AXW291,21,15,5,1835.8,9179,1542.07
SO - 0006047,07-05-2016,11,Wholesale,USD,AXW291,6,5,11,1098.8,12086.8,922.99
SO - 0006048,08-05-2016,97,Distributor,USD,NXH382,54,1,12,3825.7,45908.4,3175.33
SO - 0006049,08-05-2016,85,Wholesale,USD,AXW291,12,5,9,911.2,8200.8,765.41
SO - 0006050,08-05-2016,26,Wholesale,USD,AXW291,29,15,6,2572.8,15436.8,1312.13
SO - 0006051,08-05-2016,128,Wholesale,USD,NXH382,50,27,7,227.8,1594.6,177.68
SO - 0006052,08-05-2016,74,Wholesale,USD,NXH382,58,19,9,1266.3,11396.7,835.76
SO - 0006053,08-05-2016,80,Distributor,USD,FLR025,66,3,8,2626.4,21011.2,1943.54
SO - 0006054,08-05-2016,126,Export,USD,AXW291,11,21,9,783.9,7055.1,368.43
SO - 0006055,08-05-2016,134,Wholesale,USD,AXW291,12,26,7,2968.1,20776.7,1869.9
SO - 0006056,09-05-2016,59,Wholesale,USD,AXW291,3,25,10,3075.3,30753,1722.17
SO - 0006057,09-05-2016,169,Distributor,USD,GUT930,31,29,9,194.3,1748.7,89.38
SO - 0006058,09-05-2016,128,Export,USD,AXW291,7,2,10,1728.6,17286,726.01
SO - 0006059,09-05-2016,76,Distributor,USD,GUT930,40,3,5,891.1,4455.5,730.7
SO - 0006060,09-05-2016,88,Wholesale,USD,AXW291,23,5,8,1078.7,8629.6,528.56
SO - 0006061,09-05-2016,33,Wholesale,USD,AXW291,4,21,7,3845.8,26920.6,2768.98
SO - 0006062,09-05-2016,27,Export,USD,AXW291,9,14,12,3939.6,47275.2,2087.99
SO - 0006063,09-05-2016,18,Wholesale,USD,AXW291,27,19,7,891.1,6237.7,623.77
SO - 0006064,10-05-2016,161,Wholesale,USD,GUT930,35,1,10,3959.7,39597,2930.18
SO - 0006065,10-05-2016,163,Wholesale,USD,AXW291,5,17,6,6277.9,37667.4,4959.54
SO - 0006066,10-05-2016,30,Wholesale,USD,GUT930,41,15,11,817.4,8991.4,580.35
SO - 0006067,10-05-2016,100,Distributor,USD,GUT930,39,18,8,3946.3,31570.4,1933.69
SO - 0006068,10-05-2016,39,Wholesale,USD,AXW291,21,21,7,2458.9,17212.3,1303.22
SO - 0006069,10-05-2016,21,Distributor,USD,FLR025,60,24,10,2211,22110,906.51
SO - 0006070,10-05-2016,100,Distributor,USD,NXH382,48,13,9,3852.5,34672.5,1541
SO - 0006071,10-05-2016,132,Wholesale,USD,GUT930,46,2,8,2659.9,21279.2,2260.92
SO - 0006072,10-05-2016,131,Distributor,USD,FLR025,63,12,8,877.7,7021.6,351.08
SO - 0006073,10-05-2016,96,Distributor,USD,AXW291,29,1,8,1728.6,13828.8,726.01
SO - 0006074,10-05-2016,87,Wholesale,USD,AXW291,8,6,5,2438.8,12194,1926.65
SO - 0006075,10-05-2016,97,Wholesale,USD,NXH382,54,25,12,207.7,2492.4,85.16
SO - 0006076,10-05-2016,151,Wholesale,USD,NXH382,60,22,8,1829.1,14632.8,1006.01
SO - 0006077,11-05-2016,165,Distributor,USD,NXH382,51,25,11,5038.4,55422.4,3778.8
SO - 0006078,11-05-2016,67,Wholesale,USD,NXH382,53,11,8,3932.9,31463.2,2831.69
SO - 0006079,11-05-2016,174,Distributor,USD,FLR025,66,11,6,6224.3,37345.8,4481.5
SO - 0006080,11-05-2016,95,Distributor,USD,FLR025,63,28,7,2391.9,16743.3,1865.68
SO - 0006081,11-05-2016,30,Wholesale,USD,AXW291,11,15,10,2211,22110,1857.24
SO - 0006082,11-05-2016,24,Distributor,USD,AXW291,20,2,9,1092.1,9828.9,578.81
SO - 0006083,11-05-2016,109,Export,USD,NXH382,48,20,12,6365,76380,4582.8
SO - 0006084,12-05-2016,36,Wholesale,USD,AXW291,26,14,5,1742,8710,1463.28
SO - 0006085,12-05-2016,141,Export,USD,AXW291,17,27,6,261.3,1567.8,164.62
SO - 0006086,12-05-2016,112,Distributor,USD,AXW291,2,20,12,3966.4,47596.8,1705.55
SO - 0006087,12-05-2016,26,Wholesale,USD,NXH382,53,18,5,4020,20100,2170.8
SO - 0006088,12-05-2016,136,Distributor,USD,GUT930,40,22,6,1118.9,6713.4,660.15
SO - 0006089,12-05-2016,151,Wholesale,USD,GUT930,32,2,6,830.8,4984.8,589.87
SO - 0006090,13-05-2016,70,Wholesale,USD,FLR025,62,20,7,174.2,1219.4,87.1
SO - 0006091,13-05-2016,59,Wholesale,USD,AXW291,30,25,8,3142.3,25138.4,2608.11
SO - 0006092,13-05-2016,7,Distributor,USD,NXH382,51,1,5,1125.6,5628,686.62
SO - 0006093,13-05-2016,143,Wholesale,USD,NXH382,57,3,11,6177.4,67951.4,5065.47
SO - 0006094,13-05-2016,94,Wholesale,USD,AXW291,27,30,5,1199.3,5996.5,791.54
SO - 0006095,14-05-2016,26,Wholesale,USD,GUT930,39,21,7,783.9,5487.3,642.8
SO - 0006096,14-05-2016,34,Distributor,USD,FLR025,63,21,10,268,2680,198.32
SO - 0006097,14-05-2016,155,Wholesale,USD,NXH382,53,25,8,2010,16080,1386.9
SO - 0006098,14-05-2016,172,Wholesale,USD,AXW291,26,3,6,3973.1,23838.6,3377.14
SO - 0006099,15-05-2016,18,Distributor,USD,AXW291,29,11,5,1152.4,5762,691.44
SO - 0006100,15-05-2016,121,Wholesale,USD,AXW291,18,4,8,1112.2,8897.6,556.1
SO - 0006101,15-05-2016,93,Wholesale,USD,AXW291,31,23,12,6210.9,74530.8,3353.89
SO - 0006102,15-05-2016,160,Distributor,USD,NXH382,51,15,6,911.2,5467.2,747.18
SO - 0006103,15-05-2016,171,Distributor,USD,AXW291,24,15,9,180.9,1628.1,146.53
SO - 0006104,15-05-2016,54,Distributor,USD,GUT930,33,25,10,3999.9,39999,2119.95
SO - 0006105,15-05-2016,38,Export,USD,AXW291,8,14,11,1896.1,20857.1,777.4
SO - 0006106,15-05-2016,85,Wholesale,USD,AXW291,6,13,9,3886,34974,2059.58
SO - 0006107,15-05-2016,112,Wholesale,USD,NXH382,59,27,7,5326.5,37285.5,3036.11
SO - 0006108,15-05-2016,85,Distributor,USD,NXH382,52,16,12,234.5,2814,126.63
SO - 0006109,15-05-2016,79,Wholesale,USD,NXH382,57,5,6,2445.5,14673,978.2
SO - 0006110,15-05-2016,130,Wholesale,USD,AXW291,20,16,8,234.5,1876,154.77
SO - 0006111,16-05-2016,39,Export,USD,AXW291,9,14,11,2211,24321,1216.05
SO - 0006112,16-05-2016,156,Wholesale,USD,GUT930,45,5,7,5587.8,39114.6,3017.41
SO - 0006113,16-05-2016,4,Wholesale,USD,GUT930,40,5,5,2633.1,13165.5,1606.19
SO - 0006114,16-05-2016,154,Wholesale,USD,AXW291,3,25,5,3953,19765,3360.05
SO - 0006115,16-05-2016,87,Wholesale,USD,AXW291,18,2,6,1072,6432,825.44
SO - 0006116,16-05-2016,47,Distributor,USD,AXW291,27,14,7,2345,16415,1899.45
SO - 0006117,16-05-2016,95,Wholesale,USD,AXW291,15,13,8,2546,20368,2062.26
SO - 0006118,16-05-2016,112,Distributor,USD,FLR025,64,4,6,2485.7,14914.2,1292.56
SO - 0006119,16-05-2016,92,Distributor,USD,AXW291,29,1,9,2244.5,20200.5,1391.59
SO - 0006120,16-05-2016,86,Distributor,USD,AXW291,26,25,11,2391.9,26310.9,1530.82
SO - 0006121,17-05-2016,32,Distributor,USD,AXW291,4,25,10,1038.5,10385,571.18
SO - 0006122,17-05-2016,9,Export,USD,AXW291,24,20,7,1916.2,13413.4,1092.23
SO - 0006123,17-05-2016,97,Distributor,USD,NXH382,52,14,9,2733.6,24602.4,1503.48
SO - 0006124,17-05-2016,158,Wholesale,USD,FLR025,65,2,12,1098.8,13185.6,868.05
SO - 0006125,17-05-2016,125,Wholesale,USD,GUT930,40,29,11,1815.7,19972.7,726.28
SO - 0006126,17-05-2016,63,Distributor,USD,AXW291,5,13,9,1092.1,9828.9,709.87
SO - 0006127,17-05-2016,22,Wholesale,USD,NXH382,55,13,12,1132.3,13587.6,611.44
SO - 0006128,17-05-2016,159,Distributor,USD,GUT930,33,25,8,2639.8,21118.4,1689.47
SO - 0006129,17-05-2016,135,Wholesale,USD,AXW291,29,2,8,3999.9,31999.2,2199.95
SO - 0006130,17-05-2016,45,Distributor,USD,GUT930,45,17,9,3745.3,33707.7,2808.98
SO - 0006131,17-05-2016,90,Wholesale,USD,FLR025,63,18,11,5279.6,58075.6,3167.76
SO - 0006132,17-05-2016,135,Distributor,USD,GUT930,33,4,9,1005,9045,462.3
SO - 0006133,18-05-2016,60,Distributor,USD,AXW291,30,10,6,3879.3,23275.8,3142.23
SO - 0006134,18-05-2016,53,Distributor,USD,NXH382,53,3,11,3557.7,39134.7,1707.7
SO - 0006135,18-05-2016,58,Distributor,USD,AXW291,24,23,5,5681.6,28408,4829.36
SO - 0006136,18-05-2016,126,Wholesale,USD,AXW291,20,2,11,3865.9,42524.9,2087.59
SO - 0006137,18-05-2016,100,Export,USD,AXW291,20,25,5,2666.6,13333,1093.31
SO - 0006138,18-05-2016,114,Distributor,USD,NXH382,51,3,5,5902.7,29513.5,2420.11
SO - 0006139,18-05-2016,74,Distributor,USD,AXW291,2,15,7,3865.9,27061.3,1701
SO - 0006140,18-05-2016,45,Wholesale,USD,GUT930,46,14,8,2237.8,17902.4,1253.17
SO - 0006141,18-05-2016,130,Wholesale,USD,AXW291,8,16,7,1098.8,7691.6,560.39
SO - 0006142,18-05-2016,175,Distributor,USD,GUT930,39,3,7,1688.4,11818.8,1215.65
SO - 0006143,18-05-2016,5,Distributor,USD,AXW291,9,25,6,3390.2,20341.2,1966.32
SO - 0006144,19-05-2016,133,Wholesale,USD,AXW291,3,26,8,2345,18760,1735.3
SO - 0006145,19-05-2016,100,Export,USD,AXW291,27,25,9,757.1,6813.9,401.26
SO - 0006146,19-05-2016,137,Distributor,USD,FLR025,64,4,8,1078.7,8629.6,442.27
SO - 0006147,19-05-2016,24,Wholesale,USD,GUT930,36,26,12,2512.5,30150,1231.13
SO - 0006148,19-05-2016,49,Wholesale,USD,GUT930,32,11,12,1051.9,12622.8,546.99
SO - 0006149,19-05-2016,121,Export,USD,AXW291,22,13,7,2458.9,17212.3,1254.04
SO - 0006150,19-05-2016,111,Wholesale,USD,NXH382,50,2,8,1025.1,8200.8,840.58
SO - 0006151,19-05-2016,31,Wholesale,USD,NXH382,48,13,7,3798.9,26592.3,2583.25
SO - 0006152,19-05-2016,111,Wholesale,USD,AXW291,30,6,5,2371.8,11859,1043.59
SO - 0006153,19-05-2016,80,Wholesale,USD,AXW291,6,18,11,1078.7,11865.7,852.17
SO - 0006154,19-05-2016,16,Wholesale,USD,GUT930,42,15,9,951.4,8562.6,428.13
SO - 0006155,19-05-2016,149,Wholesale,USD,NXH382,51,26,7,1246.2,8723.4,573.25
SO - 0006156,20-05-2016,132,Wholesale,USD,GUT930,32,1,12,1835.8,22029.6,972.97
SO - 0006157,20-05-2016,160,Distributor,USD,GUT930,47,11,12,5695,68340,2847.5
SO - 0006158,20-05-2016,92,Wholesale,USD,FLR025,62,18,7,904.5,6331.5,524.61
SO - 0006159,20-05-2016,57,Wholesale,USD,NXH382,50,1,8,3966.4,31731.2,2300.51
SO - 0006160,21-05-2016,38,Export,USD,AXW291,13,13,9,1092.1,9828.9,688.02
SO - 0006161,21-05-2016,20,Wholesale,USD,NXH382,58,2,12,1112.2,13346.4,811.91
SO - 0006162,21-05-2016,69,Wholesale,USD,NXH382,52,13,10,3966.4,39664,2895.47
SO - 0006163,21-05-2016,103,Wholesale,USD,AXW291,19,5,10,1058.6,10586,529.3
SO - 0006164,21-05-2016,22,Distributor,USD,GUT930,36,12,10,3979.8,39798,3303.23
SO - 0006165,21-05-2016,104,Wholesale,USD,AXW291,18,15,12,241.2,2894.4,103.72
SO - 0006166,22-05-2016,111,Wholesale,USD,GUT930,38,2,9,6458.8,58129.2,5489.98
SO - 0006167,22-05-2016,17,Export,USD,AXW291,24,2,10,3825.7,38257,2869.28
SO - 0006168,22-05-2016,24,Wholesale,USD,AXW291,25,7,6,3946.3,23677.8,2525.63
SO - 0006169,22-05-2016,26,Wholesale,USD,FLR025,60,16,12,837.5,10050,628.13
SO - 0006170,22-05-2016,72,Wholesale,USD,GUT930,32,26,5,938,4690,684.74
